Name,Ratings,Position,Version,PS,SKI,WF,PAC,SHO,PAS,DRI,DEF,PHY,Body,Popularity,BS,IGS,Club,Country
Eric Abidal,81,LB,,0,2,3,78,36,74,62,82,77,"186cm | 6'1""",0,-,-,F.C. Barcelona,France
Diego Milito,81,ST,,0,3,3,79,75,66,81,57,78,"183cm | 6'0""",0,-,-,Inter,Argentina
Alexandr Anyukov,81,RB,,0,3,4,85,69,78,74,69,71,"178cm | 5'10""",0,-,-,Zenit St. Petersburg,Russia
Rio Antonio Mavuba,81,CDM,,0,3,3,74,55,76,72,78,70,"172cm | 5'8""",0,-,-,LOSC Lille Métropole,France
Alex Raphael Meschini,81,CAM,,0,5,4,72,82,80,80,61,68,"175cm | 5'9""",0,-,-,Corinthians,Brazil
Yoann Gourcuff,81,CAM,,0,4,4,77,77,80,79,66,72,"185cm | 6'1""",0,-,-,Olympique Lyonnais,France
Yuriy Zhirkov,81,LM,,0,3,2,79,74,79,81,74,62,"180cm | 5'11""",0,-,-,Anzhi Makhachkala,Russia
Aiden McGeady,81,LW,,0,5,4,89,71,75,87,56,59,"180cm | 5'11""",0,-,-,Spartak Moskva,Republic of Ireland
Salomon Kalou,81,RW,,0,4,3,84,74,69,85,52,74,"186cm | 6'1""",0,-,-,Chelsea,Ivory Coast
Bafétimbi Gomis,81,ST,,0,3,3,78,79,57,72,62,81,"184cm | 6'0""",0,-,-,Olympique Lyonnais,France
Riccardo Montolivo,81,CM,,0,3,4,71,76,83,79,68,63,"181cm | 5'11""",0,-,-,Fiorentina,Italy
Jérémy Ménez,81,CF,,0,4,4,87,74,78,84,56,65,"181cm | 5'11""",0,-,-,Paris Saint-Germain,France
Borja Valero,81,CAM,,0,3,4,68,79,86,78,67,59,"175cm | 5'9""",0,-,-,Villarreal Club de Fútbol S.A.D.,Spain
André Gonçalves Dias,81,CB,,0,2,3,69,54,57,43,84,83,"184cm | 6'0""",0,-,-,Lazio,Brazil
John Obi Mikel,81,CDM,,0,2,3,75,58,74,71,82,76,"188cm | 6'2""",0,-,-,Chelsea,Nigeria
Diego Alves Carreira,81,GK,,0,1,3,87,76,74,89,57,75,"188cm | 6'2""",0,-,-,Valencia Club de Fútbol S.A.D.,Brazil
Juan Manuel Vargas,81,LM,,0,3,3,81,78,82,79,79,67,"185cm | 6'1""",0,-,-,Fiorentina,Peru
Asamoah Gyan,81,ST,,0,3,3,81,75,64,75,59,74,"180cm | 5'11""",0,-,-,Sunderland,Ghana
Varela,81,LW,,0,4,5,85,74,76,82,62,66,"179cm | 5'10""",0,-,-,FC Porto,Portugal
Domenico Criscito,81,LB,,0,2,3,84,64,77,75,77,70,"183cm | 6'0""",0,-,-,Zenit St. Petersburg,Italy
Claudio Marchisio,81,CM,,0,3,4,81,72,80,79,71,62,"179cm | 5'10""",0,-,-,Juventus,Italy
Matías Fernández,81,CAM,,0,4,3,74,75,77,83,50,63,"176cm | 5'9""",0,-,-,Sporting CP,Chile
André Ayew,81,LM,,0,3,3,87,74,77,82,70,73,"176cm | 5'9""",0,-,-,Olympique de Marseille,Ghana
Mathieu Valbuena,81,RW,,0,4,4,87,75,75,81,48,53,"167cm | 5'6""",0,-,-,Olympique de Marseille,France
Alessandro Matri,81,ST,,0,3,3,81,75,69,79,58,80,"183cm | 6'0""",0,-,-,Juventus,Italy
Cissé,81,ST,,0,3,4,81,76,65,78,51,79,"183cm | 6'0""",0,-,-,SC Freiburg,Senegal
Pablo Hernández,81,RM,,0,4,3,85,77,74,84,57,60,"173cm | 5'8""",0,-,-,Valencia Club de Fútbol S.A.D.,Spain
Óscar Cardozo,81,ST,,0,2,2,42,85,71,73,63,77,"192cm | 6'4""",0,-,-,Sport Lisboa Benfica,Paraguay
Sami Khedira,81,CDM,,0,2,4,64,72,73,69,82,81,"189cm | 6'2""",0,-,-,Real Madrid Club de Fútbol,Germany
Carlos Eduardo Marques,81,CAM,,0,5,3,86,75,78,86,46,48,"171cm | 5'7""",0,-,-,Rubin Kazan,Brazil
Stevan Jovetic,81,CF,,0,5,4,81,76,73,86,56,68,"183cm | 6'0""",0,-,-,Fiorentina,Montenegro
Toni Kroos,81,CAM,,0,3,5,59,79,84,78,62,54,"182cm | 6'0""",0,-,-,Bayern München,Germany
Andy Carroll,81,ST,,0,3,3,75,74,63,71,69,81,"191cm | 6'3""",0,-,-,Liverpool,England
Balázs Dzsudzsák,81,LM,,0,4,4,82,82,80,80,50,53,"179cm | 5'10""",0,-,-,Anzhi Makhachkala,Hungary
Adil Rami,81,CB,,0,2,3,54,55,67,62,84,75,"190cm | 6'3""",0,-,-,Valencia Club de Fútbol S.A.D.,France
Mamadou Sakho,81,CB,,0,2,3,74,37,65,56,80,84,"187cm | 6'2""",0,-,-,Paris Saint-Germain,France
Sebastian Giovinco,81,CF,,0,5,4,91,70,72,89,40,40,"164cm | 5'5""",0,-,-,Parma,Italy
Keisuke Honda,81,CAM,,0,3,4,83,82,79,81,69,74,"182cm | 6'0""",0,-,-,CSKA Moskva,Japan
Mario Balotelli,81,ST,,0,4,4,83,79,67,83,61,70,"189cm | 6'2""",0,-,-,Manchester City,Italy
Yann M'Vila,81,CDM,,0,2,3,79,65,72,77,81,65,"182cm | 6'0""",0,-,-,Stade Rennais FC,France
Joe Cole,80,CAM,,0,4,4,68,75,76,83,54,57,"175cm | 5'9""",0,-,-,LOSC Lille Métropole,England
Alessandro Del Piero,80,CF,,0,4,5,56,79,82,84,50,43,"173cm | 5'8""",0,-,-,Juventus,Italy
Francesco Totti,80,CF,,0,4,4,57,84,83,81,60,56,"180cm | 5'11""",0,-,-,Roma,Italy
Clarence Seedorf,80,CM,,0,4,4,54,79,84,81,69,57,"177cm | 5'10""",0,-,-,Milan,Netherlands
Sebastien Frey,80,GK,,0,1,3,79,78,70,84,50,81,"189cm | 6'2""",0,-,-,Genoa,France
Thierry Henry,80,CF,,0,4,4,82,80,67,85,51,64,"188cm | 6'2""",0,-,-,New York Red Bulls,France
José Bosingwa da Silva,80,RB,,0,3,4,83,60,78,77,75,67,"183cm | 6'0""",0,-,-,Chelsea,Portugal
Mickaël Landreau,80,GK,,0,1,3,78,76,84,82,61,78,"184cm | 6'0""",0,-,-,LOSC Lille Métropole,France
Jamie Carragher,80,CB,,0,2,3,45,34,54,38,80,80,"185cm | 6'1""",0,-,-,Liverpool,England
Dejan Stanković,80,CM,,0,3,4,53,78,82,75,74,60,"181cm | 5'11""",0,-,-,Inter,Serbia
Ruud van Nistelrooy,80,ST,,0,3,3,55,78,64,73,59,70,"188cm | 6'2""",0,-,-,Málaga Club de Fútbol S.A.D.,Netherlands
Seydou Keita,80,CDM,,0,2,3,68,74,70,70,82,80,"183cm | 6'0""",0,-,-,F.C. Barcelona,Mali
Owen Hargreaves,80,CDM,,0,2,4,74,67,78,73,77,69,"180cm | 5'11""",0,-,-,Manchester City,England
Andrea Cossu,80,CAM,,0,4,4,80,69,81,84,50,47,"171cm | 5'7""",0,-,-,Cagliari,Italy
Federico Balzaretti,80,LB,,0,2,3,83,60,78,78,72,71,"178cm | 5'10""",0,-,-,Palermo,Italy
Andriy Voronin,80,CF,,0,3,3,74,81,81,79,53,68,"176cm | 5'9""",0,-,-,Dinamo Moskva,Ukraine
Cédric Carrasso,80,GK,,0,1,3,80,75,80,81,62,80,"187cm | 6'2""",0,-,-,Girondins de Bordeaux,France
Rafael Márquez,80,CDM,,0,2,3,59,65,75,69,80,74,"182cm | 6'0""",0,-,-,New York Red Bulls,Mexico
Michael Dawson,80,CB,,0,2,3,67,31,51,30,82,85,"188cm | 6'2""",0,-,-,Tottenham Hotspur,England
Anatoliy Tymoshchuk,80,CDM,,0,2,2,61,65,74,62,79,77,"181cm | 5'11""",0,-,-,Bayern München,Ukraine
Kim Källström,80,CM,,0,3,2,68,80,83,74,74,72,"181cm | 5'11""",0,-,-,Olympique Lyonnais,Sweden
Marco Borriello,80,ST,,0,3,3,71,77,59,74,60,81,"185cm | 6'1""",0,-,-,Roma,Italy
Souleymane Diawara,80,CB,,0,2,3,59,44,58,46,82,78,"187cm | 6'2""",0,-,-,Olympique de Marseille,Senegal
Benoît Cheyrou,80,CDM,,0,2,4,67,76,83,75,77,75,"182cm | 6'0""",0,-,-,Olympique de Marseille,France
Benoît Pedretti,80,CM,,0,3,3,59,71,81,74,74,66,"177cm | 5'10""",0,-,-,LOSC Lille Métropole,France
Gomes,80,GK,,0,1,2,83,71,65,86,50,81,"191cm | 6'3""",0,-,-,Tottenham Hotspur,Brazil
Juan Silveira dos Santos,80,CB,,0,2,3,60,43,57,51,79,77,"182cm | 6'0""",0,-,-,Roma,Brazil
Glen Johnson,80,RB,,0,3,4,87,66,76,79,75,75,"182cm | 6'0""",0,-,-,Liverpool,England
Joey Barton,80,CM,,0,3,3,69,71,83,75,76,69,"180cm | 5'11""",0,-,-,Queens Park Rangers,England
Joleon Lescott,80,CB,,0,2,3,67,51,69,59,82,84,"188cm | 6'2""",0,-,-,Manchester City,England
Álvaro Arbeloa Coca,80,RB,,0,2,3,73,62,73,69,81,69,"183cm | 6'0""",0,-,-,Real Madrid Club de Fútbol,Spain
Marat Izmailov,80,CAM,,0,3,4,80,75,76,82,60,64,"172cm | 5'8""",0,-,-,Sporting CP,Russia
Igor Denisov,80,CDM,,0,3,3,80,70,77,77,72,64,"176cm | 5'9""",0,-,-,Zenit St. Petersburg,Russia
Ivica Olić,80,ST,,0,3,4,78,76,65,77,60,73,"182cm | 6'0""",0,-,-,Bayern München,Croatia
Christian Maggio,80,RM,,0,2,2,84,72,79,75,76,84,"184cm | 6'0""",0,-,-,Napoli,Italy
Gaël Clichy,80,LB,,0,3,4,89,45,75,80,75,70,"176cm | 5'9""",0,-,-,Manchester City,France
Rodrigo Palacio,80,CF,,0,4,3,84,76,77,85,53,59,"175cm | 5'9""",0,-,-,Genoa,Argentina
Mauro Zárate,80,CF,,0,4,4,89,77,69,87,50,61,"176cm | 5'9""",0,-,-,Inter,Argentina
Clint Dempsey,80,LM,,0,4,3,78,78,75,82,59,82,"185cm | 6'1""",0,-,-,Fulham,United States
Charlie Adam,80,CM,,0,3,3,67,76,86,75,73,71,"185cm | 6'1""",0,-,-,Liverpool,Scotland
Gökhan Inler,80,CM,,0,3,4,72,76,79,75,79,73,"183cm | 6'0""",0,-,-,Napoli,Switzerland
Fabio Quagliarella,80,ST,,0,3,4,75,84,72,78,59,62,"180cm | 5'11""",0,-,-,Juventus,Italy
Javi García,80,CDM,,0,2,3,64,69,74,66,83,80,"187cm | 6'2""",0,-,-,Sport Lisboa Benfica,Spain
Rolando,80,CB,,0,2,2,64,58,64,59,81,77,"190cm | 6'3""",0,-,-,FC Porto,Portugal
Leighton Baines,80,LB,,0,3,3,79,73,78,78,74,69,"170cm | 5'7""",0,-,-,Everton,England
Filipe Luís,80,LB,,0,3,3,81,66,78,80,77,65,"182cm | 6'0""",0,-,-,Club Atlético de Madrid S.A.D.,Brazil
Martin Škrtel,80,CB,,0,2,3,71,38,55,50,81,80,"191cm | 6'3""",0,-,-,Liverpool,Slovakia
Stéphane Ruffier,80,GK,,0,1,3,82,81,78,85,55,80,"187cm | 6'2""",0,-,-,A.S. Saint-Etienne,France
Yohan Cabaye,80,CM,,0,2,4,74,76,77,78,73,70,"175cm | 5'9""",0,-,-,Newcastle United,France
Emiliano Viviano,80,GK,,0,1,2,80,79,68,84,45,79,"195cm | 6'5""",0,-,-,Inter,Italy
Fredy Guarín,80,CM,,0,2,3,75,81,81,79,80,76,"184cm | 6'0""",0,-,-,FC Porto,Colombia
Micah Richards,80,RB,,0,2,3,84,49,66,68,84,89,"181cm | 5'11""",0,-,-,Manchester City,England
Daniel Sturridge,80,ST,,0,3,3,88,75,66,81,51,73,"188cm | 6'2""",0,-,-,Chelsea,England
Naldo,80,CB,,0,2,4,74,64,58,49,81,72,"198cm | 6'6""",0,-,-,Werder Bremen,Brazil
Jan Vertonghen,80,CB,,0,3,3,66,64,76,70,80,76,"189cm | 6'2""",0,-,-,Ajax,Belgium
Medhi Benatia,80,CB,,0,2,3,68,35,55,51,82,79,"190cm | 6'3""",0,-,-,Udinese,Morocco
Rui Patrício,80,GK,,0,1,2,81,80,77,82,37,79,"190cm | 6'3""",0,-,-,Sporting CP,Portugal
Marko Marin,80,LM,,0,4,4,82,70,73,87,36,46,"170cm | 5'7""",0,-,-,Werder Bremen,Germany
Benedikt Höwedes,80,CB,,0,2,3,71,32,62,53,80,80,"187cm | 6'2""",0,-,-,FC Schalke 04,Germany
Andrea Ranocchia,80,CB,,0,2,3,62,45,57,47,82,79,"195cm | 6'5""",0,-,-,Inter,Italy
Diego Godín,80,CB,,0,2,3,66,51,66,62,79,81,"185cm | 6'1""",0,-,-,Club Atlético de Madrid S.A.D.,Uruguay
Nicolás Gaitán,80,RM,,0,4,2,81,75,77,85,47,57,"173cm | 5'8""",0,-,-,Sport Lisboa Benfica,Argentina
Thiago Neves Augusto,80,CAM,,0,4,4,76,77,78,83,46,74,"182cm | 6'0""",0,-,-,Flamengo,Brazil
Mauricio Isla,80,RM,,0,3,3,81,65,78,77,78,65,"177cm | 5'10""",0,-,-,Udinese,Chile
Marvin Martin,80,CAM,,0,3,4,80,68,82,81,60,53,"171cm | 5'7""",0,-,-,FC Sochaux-Montbéliard,France
Christian Eriksen,80,CAM,,0,4,5,82,71,74,79,46,55,"177cm | 5'10""",0,-,-,Ajax,Denmark
De Gea,80,GK,,0,1,3,80,82,85,84,51,75,"192cm | 6'4""",0,-,-,Manchester United,Spain
Leandro Damião da Silva dos Santos,80,ST,,0,4,2,76,76,52,70,60,85,"187cm | 6'2""",0,-,-,I. Porto Alegre,Brazil
Roberto Carlos,79,CDM,,0,3,2,78,75,80,76,80,70,"168cm | 5'6""",0,-,-,Anzhi Makhachkala,Brazil
Shaun Wright-Phillips,79,RM,,0,3,3,93,71,69,82,46,55,"166cm | 5'5""",0,-,-,Queens Park Rangers,England
Louis Saha,79,ST,,0,3,4,79,80,55,77,60,77,"185cm | 6'1""",0,-,-,Everton,France
Tiago Cardoso Mendes,79,CM,,0,4,3,63,70,76,74,72,75,"183cm | 6'0""",0,-,-,Club Atlético de Madrid S.A.D.,Portugal
Cristian Chivu,79,CB,,0,2,3,61,62,68,64,78,76,"184cm | 6'0""",0,-,-,Inter,Romania
Craig Bellamy,79,CF,,0,3,4,80,78,67,81,62,71,"175cm | 5'9""",0,-,-,Liverpool,Wales
Carlos Marchena López,79,CB,,0,2,4,50,54,71,63,79,71,"183cm | 6'0""",0,-,-,Villarreal Club de Fútbol S.A.D.,Spain
Paul Robinson,79,GK,,0,1,3,82,77,92,83,50,74,"193cm | 6'4""",0,-,-,Blackburn Rovers,England
Dirk Kuyt,79,RW,,0,3,3,69,80,74,76,70,79,"184cm | 6'0""",0,-,-,Liverpool,Netherlands
Andoni Iraola Sagarna,79,RB,,0,3,3,82,69,78,75,79,63,"182cm | 6'0""",0,-,-,Athletic Club de Bilbao,Spain
Aduriz,79,ST,,0,3,4,72,75,62,75,60,91,"182cm | 6'0""",0,-,-,Valencia Club de Fútbol S.A.D.,Spain
Theo Janssen,79,CM,,0,2,3,54,80,87,68,69,62,"180cm | 5'11""",0,-,-,Ajax,Netherlands
Stephan Lichtsteiner,79,RB,,0,2,3,79,58,74,71,79,73,"183cm | 6'0""",0,-,-,Juventus,Switzerland
Rubén Gracia Calmache,79,RM,,0,3,3,81,74,76,81,57,59,"180cm | 5'11""",0,-,-,Villarreal Club de Fútbol S.A.D.,Spain
Alan Osório Silva,79,RW,,0,4,3,83,68,74,84,60,61,"180cm | 5'11""",0,-,-,SC Braga,Brazil
Roque Santa Cruz,79,ST,,0,3,4,67,76,54,75,57,76,"189cm | 6'2""",0,-,-,Real Betis Balompié S.A.D. ,Paraguay
Joan Capdevila Méndez,79,LB,,0,2,3,72,69,79,65,78,74,"182cm | 6'0""",0,-,-,Sport Lisboa Benfica,Spain
Rod Fanni,79,RB,,0,2,3,82,53,74,70,81,81,"186cm | 6'1""",0,-,-,Olympique de Marseille,France
Youssouf Hadji,79,CF,,0,3,3,80,74,72,79,59,84,"183cm | 6'0""",0,-,-,Stade Rennais FC,Morocco
Nicolas Douchez,79,GK,,0,1,3,80,77,70,82,62,78,"186cm | 6'1""",0,-,-,Paris Saint-Germain,France
Piotr Trochowski,79,CAM,,0,4,5,80,81,77,83,47,62,"169cm | 5'7""",0,-,-,Sevilla Fútbol Club S.A.D.,Germany
Hugo Campagnaro,79,CB,,0,3,2,63,50,64,62,81,78,"181cm | 5'11""",0,-,-,Napoli,Argentina
Martín Demichelis,79,CB,,0,2,3,34,37,65,48,80,75,"184cm | 6'0""",0,-,-,Málaga Club de Fútbol S.A.D.,Argentina
Jefferson de Oliveira Galvão,79,GK,,0,1,2,81,79,73,80,59,77,"187cm | 6'2""",0,-,-,Botafogo,Brazil
Felipe Melo de Carvalho,79,CDM,,0,2,3,74,69,76,76,80,70,"183cm | 6'0""",0,-,-,Juventus,Brazil
Marcos Antonio Senna da Silva,79,CM,,0,3,4,47,77,81,69,75,57,"177cm | 5'10""",0,-,-,Villarreal Club de Fútbol S.A.D.,Spain
Elano Blumer,79,CAM,,0,4,4,68,78,79,77,66,62,"174cm | 5'9""",0,-,-,Santos,Brazil
Julio César Baptista,79,CF,,0,3,4,73,79,70,77,72,77,"185cm | 6'1""",0,-,-,Málaga Club de Fútbol S.A.D.,Brazil
Christopher Samba,79,CB,,0,2,2,54,47,45,41,84,72,"196cm | 6'5""",0,-,-,Blackburn Rovers,Congo
Andrea Barzagli,79,CB,,0,2,3,65,49,59,40,82,77,"186cm | 6'1""",0,-,-,Juventus,Italy
Stefan Kießling,79,ST,,0,3,3,73,76,65,67,59,80,"191cm | 6'3""",0,-,-,Bayer 04 Leverkusen,Germany
Mattia Cassani,79,RB,,0,2,3,78,63,76,75,76,71,"184cm | 6'0""",0,-,-,Fiorentina,Italy
Danko Lazović,79,CF,,0,4,4,84,80,68,80,56,67,"184cm | 6'0""",0,-,-,Zenit St. Petersburg,Serbia
Marco Storari,79,GK,,0,1,2,80,78,70,83,54,80,"187cm | 6'2""",0,-,-,Juventus,Italy
Kléber de Souza Freitas,79,ST,,0,4,3,66,78,66,79,65,68,"173cm | 5'8""",0,-,-,Palmeiras,Brazil
Fabricio Coloccini,79,CB,,0,2,4,64,56,70,66,78,81,"183cm | 6'0""",0,-,-,Newcastle United,Argentina
Hugo Miguel Ferreira Viana,79,CM,,0,3,3,64,77,82,77,70,66,"178cm | 5'10""",0,-,-,SC Braga,Portugal
Federico Marchetti,79,GK,,0,1,2,80,78,64,84,37,76,"190cm | 6'3""",0,-,-,Lazio,Italy
Jonás Gutiérrez,79,LM,,0,3,3,79,71,76,80,69,65,"183cm | 6'0""",0,-,-,Newcastle United,Argentina
Fernando Belluschi,79,CM,,0,5,3,79,78,85,81,58,62,"171cm | 5'7""",0,-,-,FC Porto,Argentina
Juanfran,79,RM,,0,3,3,85,69,74,84,58,58,"181cm | 5'11""",0,-,-,Club Atlético de Madrid S.A.D.,Spain
Diego Castro,79,LM,,0,4,4,87,73,67,84,55,65,"174cm | 5'9""",0,-,-,Getafe Club de Fútbol S.A.D.,Spain
Alexandr Samedov,79,RM,,0,3,3,81,68,80,79,57,60,"177cm | 5'10""",0,-,-,Dinamo Moskva,Russia
Sergey Ryzhikov,79,GK,,0,1,2,80,79,66,81,60,80,"194cm | 6'4""",0,-,-,Rubin Kazan,Russia
Konstantin Zyryanov,79,CM,,0,3,3,75,73,78,79,67,64,"176cm | 5'9""",0,-,-,Zenit St. Petersburg,Russia
Vyacheslav Malafeev,79,GK,,0,1,2,76,77,81,83,46,81,"185cm | 6'1""",0,-,-,Zenit St. Petersburg,Russia
Ireneusz Jeleń,79,ST,,0,3,4,74,78,68,71,56,74,"184cm | 6'0""",0,-,-,LOSC Lille Métropole,Poland
Sergio Pellissier,79,ST,,0,3,4,81,81,65,75,54,66,"175cm | 5'9""",0,-,-,Chievo Verona,Italy
Niko Kranjčar,79,CAM,,0,4,4,69,79,77,81,53,56,"185cm | 6'1""",0,-,-,Tottenham Hotspur,Croatia
Kenwyne Jones,79,ST,,0,3,3,80,75,54,76,65,86,"187cm | 6'2""",0,-,-,Stoke City,Trinidad &amp; Tobago
Frederico Chaves Guedes,79,ST,,0,3,4,67,80,67,74,54,82,"185cm | 6'1""",0,-,-,Fluminense,Brazil
Ben Arfa,79,RW,,0,5,4,83,74,74,82,53,76,"178cm | 5'10""",0,-,-,Newcastle United,France
Samir Handanovic,79,GK,,0,1,2,79,78,76,80,50,81,"193cm | 6'4""",0,-,-,Udinese,Slovenia
Nicolas Lombaerts,79,CB,,0,2,3,52,53,71,56,80,80,"188cm | 6'2""",0,-,-,Zenit St. Petersburg,Belgium
Stéphane Sessègnon,79,CAM,,0,4,5,83,74,78,83,61,70,"170cm | 5'7""",0,-,-,Sunderland,Benin
Alessandro Diamanti,79,CF,,0,3,4,78,76,73,79,56,50,"180cm | 5'11""",0,-,-,Bologna,Italy
Gary Cahill,79,CB,,0,2,4,69,54,54,62,80,82,"188cm | 6'2""",0,-,-,Bolton Wanderers,England
Taye Taiwo,79,LB,,0,2,3,88,72,77,59,82,86,"183cm | 6'0""",0,-,-,Milan,Nigeria
Nicklas Bendtner,79,ST,,0,3,3,77,72,69,72,66,73,"192cm | 6'4""",0,-,-,Sunderland,Denmark
Morgan Amalfitano,79,CM,,0,3,4,73,74,82,79,69,58,"176cm | 5'9""",0,-,-,Olympique de Marseille,France
Salvatore Sirigu,79,GK,,0,1,2,80,76,69,84,50,80,"192cm | 6'4""",0,-,-,Paris Saint-Germain,Italy
Ariclenes Da Silva Ferreira,79,ST,,0,3,4,81,76,66,79,58,81,"180cm | 5'11""",0,-,-,Spartak Moskva,Brazil
Rafinha,79,RB,,0,3,3,84,57,77,78,71,66,"172cm | 5'8""",0,-,-,Bayern München,Brazil
Ivan Rakitic,79,CM,,0,3,3,68,81,85,78,66,52,"184cm | 6'0""",0,-,-,Sevilla Fútbol Club S.A.D.,Croatia
José Enrique Sánchez Díaz,79,LB,,0,3,3,86,59,75,76,79,71,"184cm | 6'0""",0,-,-,Liverpool,Spain
Steven Defour,79,CM,,0,3,4,73,68,77,75,69,66,"174cm | 5'9""",0,-,-,FC Porto,Belgium
Eljero Elia,79,LM,,0,5,3,92,69,71,86,50,66,"176cm | 5'9""",0,-,-,Juventus,Netherlands
Álvaro Pereira,79,LB,,0,3,3,81,67,77,77,76,73,"180cm | 5'11""",0,-,-,FC Porto,Uruguay
Cristian Ansaldi,79,LB,,0,3,4,88,60,72,74,74,69,"178cm | 5'10""",0,-,-,Rubin Kazan,Argentina
Gonzalo Castro,79,LM,,0,3,3,84,71,69,84,52,66,"176cm | 5'9""",0,-,-,Real Club Deportivo Mallorca S.A.D.,Uruguay
Wilson Palacios,79,CDM,,0,2,3,73,62,74,74,81,78,"178cm | 5'10""",0,-,-,Stoke City,Honduras
Dries Mertens,79,LW,,0,4,4,86,73,72,80,47,55,"169cm | 5'7""",0,-,-,PSV,Belgium
Marouane Fellaini,79,CM,,0,3,4,71,66,76,72,81,79,"194cm | 6'4""",0,-,-,Everton,Belgium
Demba Ba,79,ST,,0,3,3,83,77,63,74,67,78,"189cm | 6'2""",0,-,-,Newcastle United,Senegal
Dimitri Payet,79,LW,,0,3,4,82,80,76,81,60,60,"175cm | 5'9""",0,-,-,LOSC Lille Métropole,France
Sven Bender,79,CDM,,0,2,4,69,56,71,62,79,75,"185cm | 6'1""",0,-,-,Borussia Dortmund,Germany
Miguel Luís Pinto Veloso,79,CDM,,0,2,4,73,76,80,77,75,71,"180cm | 5'11""",0,-,-,Genoa,Portugal
Pablo Osvaldo,79,ST,,0,3,3,74,74,55,73,56,79,"182cm | 6'0""",0,-,-,Roma,Italy
Éver Banega,79,CM,,0,4,4,66,71,82,80,70,60,"174cm | 5'9""",0,-,-,Valencia Club de Fútbol S.A.D.,Argentina
Nikolay Mihaylov,79,GK,,0,1,2,80,77,76,84,65,75,"194cm | 6'4""",0,-,-,FC Twente,Bulgaria
Didier Ya Konan,79,ST,,0,3,4,83,75,63,83,52,71,"174cm | 5'9""",0,-,-,Hannover 96,Ivory Coast
Eren Derdiyok,79,ST,,0,3,3,74,74,69,75,55,77,"191cm | 6'3""",0,-,-,Bayer 04 Leverkusen,Switzerland
Miralem Pjanic,79,CAM,,0,4,4,78,75,79,80,63,61,"180cm | 5'11""",0,-,-,Roma,Bosnia Herzegovina
Aurélien Chedjou,79,CB,,0,2,4,64,61,63,55,81,80,"184cm | 6'0""",0,-,-,LOSC Lille Métropole,Cameroon
Diego Perotti,79,RM,,0,4,5,86,70,71,85,50,60,"179cm | 5'10""",0,-,-,Sevilla Fútbol Club S.A.D.,Argentina
Fernando,79,CDM,,0,2,3,70,53,74,70,80,74,"183cm | 6'0""",0,-,-,FC Porto,Brazil
Ramires Santos do Nascimen.,79,CM,,0,3,3,85,68,78,80,71,74,"180cm | 5'11""",0,-,-,Chelsea,Brazil
Aleksandar Kolarov,79,LB,,0,2,3,71,73,79,74,80,77,"187cm | 6'2""",0,-,-,Manchester City,Serbia
Luiz Gustavo,79,CDM,,0,3,3,75,56,74,76,80,75,"187cm | 6'2""",0,-,-,Bayern München,Brazil
Wojciech Szczesny,79,GK,,0,1,3,82,79,68,83,50,74,"195cm | 6'5""",0,-,-,Arsenal,Poland
Douglas Franco Teixeira,79,CB,,0,2,2,63,46,54,49,85,75,"192cm | 6'4""",0,-,-,FC Twente,Brazil
Bruno Ecuélé Manga,79,CB,,0,2,3,67,31,62,39,80,80,"186cm | 6'1""",0,-,-,FC Lorient Bretagne Sud,Gabon
Marco Reus,79,RM,,0,4,4,83,79,71,84,56,67,"180cm | 5'11""",0,-,-,Borussia M'gladbach,Germany
Thiago,79,CAM,,0,3,3,76,69,73,82,60,62,"172cm | 5'8""",0,-,-,F.C. Barcelona,Spain
Ander Herrera,79,CM,,0,4,4,79,65,76,76,57,41,"182cm | 6'0""",0,-,-,Athletic Club de Bilbao,Spain
Nicolás Otamendi,79,CB,,0,2,3,69,45,68,60,78,81,"184cm | 6'0""",0,-,-,FC Porto,Argentina
André Schürrle,79,LW,,0,4,4,88,80,73,82,56,69,"184cm | 6'0""",0,-,-,Bayer 04 Leverkusen,Germany
Dejan Lovren,79,CB,,0,2,3,62,42,65,32,79,81,"188cm | 6'2""",0,-,-,Olympique Lyonnais,Croatia
James Rodríguez,79,LW,,0,4,3,76,75,75,82,55,64,"180cm | 5'11""",0,-,-,FC Porto,Colombia
Josip Ilicic,79,CAM,,0,4,2,71,81,80,81,64,49,"190cm | 6'3""",0,-,-,Palermo,Slovenia
David Beckham,78,CM,,0,2,2,64,76,87,72,68,53,"183cm | 6'0""",0,-,-,Los Angeles Galaxy,England
Frédéric Kanouté,78,ST,,0,3,4,55,73,68,80,70,72,"192cm | 6'4""",0,-,-,Sevilla Fútbol Club S.A.D.,Mali
Paolo Cannavaro,78,CB,,0,2,3,58,54,67,59,78,83,"185cm | 6'1""",0,-,-,Napoli,Italy
Richard Dunne,78,CB,,0,2,1,54,40,38,33,81,78,"188cm | 6'2""",0,-,-,Aston Villa,Republic of Ireland
Gennaro Gattuso,78,CDM,,0,2,3,59,52,68,61,81,60,"177cm | 5'10""",0,-,-,Milan,Italy
Alessandro Gamberini,78,CB,,0,2,3,79,50,54,54,78,77,"185cm | 6'1""",0,-,-,Fiorentina,Italy
Adama Coulibaly,78,CB,,0,2,3,49,42,59,55,81,81,"186cm | 6'1""",0,-,-,AJ Auxerre,Mali
Joris Mathijsen,78,CB,,0,2,3,55,42,68,51,78,75,"182cm | 6'0""",0,-,-,Málaga Club de Fútbol S.A.D.,Netherlands
