Name,Ratings,Position,Version,PS,SKI,WF,WR,PAC,SHO,PAS,DRI,DEF,PHY,Body,Popularity,BS,IGS,Club,League,Country
Bale,90,RW,Normal,80K,4,3,H \ M,94,87,84,86,57,76,"183cm | 6'0""",191,484,2204,Real Madrid,LaLiga Santander ,Wales
Boateng,90,CB,Normal,41K,2,4,M \ M,79,50,72,68,90,85,"192cm | 6'3""",109,444,1970,FC Bayern,Bundesliga,Germany
Lewandowski,90,ST,Normal,31.5K,3,4,M \ M,81,87,74,85,38,82,"185cm | 6'0""",141,447,2060,FC Bayern,Bundesliga,Poland
Schmeichel,90,GK,Legend,0,1,3,M \ M,88,82,83,93,53,85,"193cm | 6'3""",11,484,1280,Legends,Legends,Denmark
Butragueño,90,ST,Legend,0,3,4,M \ L,91,88,78,87,36,65,"170cm | 5'6""",21,445,2083,Legends,Legends,Spain
De Gea,90,GK,Normal,28K,1,3,M \ M,88,85,87,90,56,85,"193cm | 6'3""",131,491,945,Manchester Utd,Premier League,Spain
Gullit,90,CM,Legend,0,4,4,H \ M,86,83,89,86,79,82,"190cm | 6'2""",36,505,2361,Legends,Legends,Netherlands
Best,90,RW,Legend,0,4,4,M \ M,90,89,81,94,59,68,"175cm | 5'8""",23,481,2221,Legends,Legends,Northern Ireland
Higuaín,90,ST,IF,80K,3,4,H \ M,81,91,71,86,27,78,"184cm | 6'0""",0,434,1973,Juventus,Calcio A,Argentina
Hazard,90,LW,IF,145K,4,4,H \ M,91,85,85,93,35,68,"173cm | 5'8""",41,457,2100,Chelsea,Premier League,Belgium
Sánchez,90,ST,SIF,175K,4,3,H \ H,88,89,85,90,42,84,"169cm | 5'6""",29,478,2228,Arsenal,Premier League,Chile
Agüero,90,ST,IF,321K,4,4,H \ M,90,90,78,91,26,74,"172cm | 5'7""",32,449,2072,Manchester City,Premier League,Argentina
Sergio Ramos,90,CB,IF,182K,3,3,H \ M,79,70,75,75,91,88,"183cm | 6'0""",9,478,2222,Real Madrid,LaLiga Santander ,Spain
Özil,90,CAM,TOTGS,68K,4,2,M \ L,73,80,90,89,27,66,"183cm | 6'0""",20,425,1998,Arsenal,Premier League,Germany
Godín,90,CB,TOTGS,56K,2,3,M \ H,67,56,74,70,92,87,"185cm | 6'0""",2,446,2064,Atlético Madrid,LaLiga Santander ,Uruguay
Modric,90,CM,SBC,0,4,4,H \ M,75,81,90,91,77,70,"174cm | 5'8""",9,484,2278,Real Madrid,LaLiga Santander ,Croatia
Pogba,90,CM,SIF,399K,5,4,H \ M,79,85,89,90,78,90,"191cm | 6'3""",48,511,2364,Manchester Utd,Premier League,France
Thiago Silva,90,CB,IF,82.5K,3,3,H \ H,75,64,77,77,92,83,"183cm | 6'0""",18,468,2205,PSG,Ligue 1,Brazil
Cavani,90,ST,TIF,57.5K,3,3,H \ M,82,93,87,90,56,90,"184cm | 6'0""",71,498,2333,PSG,Ligue 1,Uruguay
Kane,90,ST,FIF,76K,3,3,H \ H,79,94,87,90,55,91,"188cm | 6'2""",27,496,2284,Spurs,Premier League,England
Griezmann,90,ST,IF,350K,4,3,H \ M,88,90,85,90,40,75,"176cm | 5'9""",45,468,2198,Atlético Madrid,LaLiga Santander ,France
De Bruyne,90,CM,SIF,179K,4,4,H \ M,79,87,90,89,45,80,"181cm | 5'11""",-2,470,2175,Manchester City,Premier League,Belgium
Lukaku,90,ST,AW,0,3,4,M \ M,88,94,86,89,49,93,"190cm | 6'2""",31,499,2245,Everton,Premier League,Belgium
Eto'o,90,ST,FUT Birthday,37.25K,4,3,M \ L,93,89,84,89,45,80,"179cm | 5'10""",86,480,2237,Antalyaspor,Süper Lig,Cameroon
David Luiz,90,CDM,Premium SBC,0,3,3,H \ M,83,80,86,85,91,89,"189cm | 6'2""",67,514,2404,Chelsea,Premier League,Brazil
Robben,90,RM,TIF,116K,4,2,H \ L,89,91,89,93,44,73,"180cm | 5'10""",23,479,2228,FC Bayern,Bundesliga,Netherlands
Dybala,90,CAM,FIF,210K,4,3,M \ M,92,92,89,95,35,80,"176cm | 5'9""",54,483,2254,Juventus,Calcio A,Argentina
Di María,90,RW,IF,91K,5,2,H \ M,90,88,90,92,57,82,"180cm | 5'10""",26,499,2308,PSG,Ligue 1,Argentina
Isco,90,CM,FIF,74K,4,3,H \ M,78,91,92,93,56,80,"176cm | 5'9""",57,490,2306,Real Madrid,LaLiga Santander ,Spain
Chiellini,90,CB,TOTGS,58.5K,2,2,L \ H,76,55,60,67,93,91,"187cm | 6'1""",21,442,2012,Juventus,Calcio A,Italy
Aubameyang,90,ST,TOTGS,215K,3,4,H \ L,99,90,85,87,45,82,"187cm | 6'1""",28,488,2237,Bor. Dortmund,Bundesliga,Gabon
Thiago,90,CM,TOTGS,50K,5,3,M \ M,79,90,93,95,73,80,"174cm | 5'8""",62,510,2422,FC Bayern,Bundesliga,Spain
Diego Costa,90,ST,TIF,92.5K,3,4,H \ M,81,93,82,89,50,93,"188cm | 6'2""",19,488,2211,Chelsea,Premier League,Spain
Mertens,90,ST,FIF,210K,4,4,H \ L,96,95,92,94,53,73,"169cm | 5'6""",70,503,2351,Napoli,Calcio A,Belgium
Carvajal,90,RB,TOTS,58K,2,3,H \ M,87,55,85,87,90,89,"173cm | 5'8""",58,493,2230,Real Madrid,LaLiga Santander ,Spain
Marcos Alonso,90,LWB,TOTS,207K,3,3,H \ H,88,88,91,92,87,92,"188cm | 6'2""",75,538,2447,Chelsea,Premier League,Spain
Ander Herrera,90,CM,TOTS,90K,4,4,H \ H,79,85,91,92,80,85,"182cm | 5'11""",47,512,2397,Manchester Utd,Premier League,Spain
Lallana,90,CM,TOTS,104K,4,5,H \ M,81,89,92,95,73,86,"172cm | 5'7""",98,516,2392,Liverpool,Premier League,England
Guardado,90,CDM,TOTS,32K,3,2,H \ H,89,85,92,93,82,80,"169cm | 5'6""",23,521,2450,PSV,Eredivisie,Mexico
Ziyech,90,CM,TOTS,31.5K,3,2,H \ L,81,91,96,92,60,85,"180cm | 5'10""",11,505,2338,Ajax,Eredivisie,Morocco
Jørgensen,90,ST,TOTS,31.75K,3,3,H \ M,86,93,91,92,50,91,"190cm | 6'2""",47,503,2293,Feyenoord,Eredivisie,Denmark
Dendoncker,90,CM,TOTS,32K,2,4,M \ H,78,87,92,88,92,93,"188cm | 6'2""",76,530,2470,RSC Anderlecht,Pro League,Belgium
Toornstra,90,CAM,TOTS,35K,3,3,H \ H,80,92,91,90,67,89,"177cm | 5'9""",19,509,2363,Feyenoord,Eredivisie,Netherlands
Lacazette,90,ST,TIF,156K,4,4,H \ H,91,93,89,94,48,89,"175cm | 5'8""",22,504,2349,Olympique Lyon,Ligue 1,France
Reus,90,ST,SIF,274K,4,4,M \ M,92,89,90,91,48,74,"180cm | 5'10""",44,484,2259,Bor. Dortmund,Bundesliga,Germany
Son,90,CAM,TIF,190K,4,5,H \ H,94,95,92,93,47,87,"184cm | 6'0""",130,508,2342,Spurs,Premier League,Korea Republic
Bonucci,90,CB,TIF,88.5K,2,3,M \ H,73,65,78,80,92,90,"190cm | 6'2""",10,478,2212,Juventus,Calcio A,Italy
Forsberg,90,LM,TOTS,67K,4,4,H \ M,86,90,97,95,47,88,"179cm | 5'10""",27,503,2329,RB Leipzig,Bundesliga,Sweden
Quaresma,90,RM,TOTS,52K,5,4,H \ M,91,88,93,96,25,73,"175cm | 5'8""",40,466,2176,Beşiktaş JK,Süper Lig,Portugal
Škrtel,90,CB,TOTS,42.25K,2,2,M \ H,72,55,70,75,93,95,"191cm | 6'3""",9,460,2088,Fenerbahçe SK,Süper Lig,Slovakia
Sneijder,90,CAM,TOTS,36K,3,5,M \ L,80,91,95,94,50,78,"170cm | 5'6""",18,488,2262,Galatasaray SK,Süper Lig,Netherlands
Al Soma,90,ST,TOTS,36.5K,4,4,H \ L,86,95,88,90,55,92,"192cm | 6'3""",61,506,2347,Al-Ahli,ALJ League,Syria
Eto'o,90,ST,TOTS,31.75K,4,3,M \ L,81,95,89,92,47,85,"179cm | 5'10""",16,489,2322,Antalyaspor,Süper Lig,Cameroon
Ricardo Pereira,90,RB,TOTS,72K,3,4,H \ H,95,80,91,92,89,84,"175cm | 5'8""",26,531,2417,OGC Nice,Ligue 1,Portugal
Carrasso,90,GK,TOTS,34K,1,3,M \ M,90,92,91,92,50,90,"187cm | 6'1""",7,505,802,Bordeaux,Ligue 1,France
Tolisso,90,CM,TOTS,170K,3,3,H \ H,85,90,91,90,88,93,"181cm | 5'11""",36,537,2500,Olympique Lyon,Ligue 1,France
Boudebouz,90,CAM,TOTS,34K,4,4,M \ L,85,91,93,92,45,80,"177cm | 5'9""",18,486,2260,Montpellier HSC,Ligue 1,Algeria
Marquinhos,90,CB,TOTS,0,2,3,M \ M,81,50,83,86,94,90,"183cm | 6'0""",92,484,2170,PSG,Ligue 1,Brazil
Vidal,90,CM,IF,343K,3,4,H \ H,80,91,90,90,92,91,"180cm | 5'10""",34,534,2503,FC Bayern,Bundesliga,Chile
ter Stegen,90,GK,TOTS,54.5K,1,4,M \ M,91,90,93,92,48,89,"187cm | 6'1""",13,503,876,FC Barcelona,LaLiga Santander ,Germany
Manuel Fernandes,90,CAM,TOTS,53K,4,4,M \ M,88,91,93,94,83,87,"175cm | 5'8""",27,536,2469,Lokomotiv,Russian League,Portugal
Acuña,90,LM,TOTS,40K,3,3,M \ H,94,88,93,94,70,90,"172cm | 5'7""",12,529,2388,Racing Club,Primera División,Argentina
Donnarumma,90,GK,TOTS,55K,1,3,M \ M,91,90,85,95,60,87,"196cm | 6'5""",-28,508,840,Milan,Calcio A,Italy
Salah,90,RM,TOTS,198K,4,4,H \ M,99,91,90,96,60,85,"175cm | 5'8""",46,521,2366,Roma,Calcio A,Egypt
Belotti,90,ST,TOTS,65K,3,4,H \ H,87,93,80,91,40,90,"181cm | 5'11""",37,481,2222,Torino,Calcio A,Italy
Baldé Diao,90,LW,TOTS,140K,4,4,H \ L,99,91,90,96,45,88,"184cm | 6'0""",33,509,2280,Lazio,Calcio A,Senegal
Kuyt,90,RW,Premium SBC,0,3,2,H \ H,82,93,88,88,80,90,"183cm | 6'0""",37,521,2415,Feyenoord,Eredivisie,Netherlands
Schweinsteiger,90,CM,TOTS,41K,3,3,H \ H,60,88,90,87,86,86,183,12,0,2399,Chicago Fire,MLS,Germany
Bradley,90,CDM,TOTS,40K,2,3,M \ H,80,88,90,90,86,93,188,2,0,2447,Toronto FC,MLS,United States
Mkhitaryan,90,CAM,FIF,330K,4,5,H \ H,88,91,95,94,73,89,177,26,0,2460,Manchester Utd,Premier League,Armenia
Pepe,90,CB,IF,230K,2,3,M \ H,72,59,65,68,92,87,188,6,0,1988,Beşiktaş JK,Süper Lig,Portugal
Icardi,90,ST,FIF,71.5K,2,4,M \ L,86,93,79,92,38,85,181,8,0,2161,Inter,Calcio A,Argentina
Eriksen,90,CAM,FIF,265K,4,5,H \ M,82,92,97,95,58,80,177,6,0,2327,Spurs,Premier League,Denmark
Hummels,90,CB,TIF,149K,2,3,H \ M,67,64,85,83,93,87,191,0,0,2204,FC Bayern,Bundesliga,Germany
Shearer,89,ST,Legend,0,3,3,H \ M,78,90,77,76,50,84,"182cm | 5'11""",11,455,2154,Legends,Legends,England
Giggs,89,LM,Legend,0,3,2,M \ M,90,78,87,88,41,67,"179cm | 5'10""",8,451,2099,Legends,Legends,Wales
Scholes,89,CM,Legend,0,3,3,H \ M,69,85,89,78,64,79,"171cm | 5'7""",10,464,2205,Legends,Legends,England
Desailly,89,CB,Legend,0,2,3,L \ H,82,51,64,66,88,88,"183cm | 6'0""",16,439,1964,Legends,Legends,France
Cannavaro,89,CB,Legend,0,2,3,L \ H,73,39,57,65,91,81,"176cm | 5'9""",6,406,1880,Legends,Legends,Italy
Nedved,89,LM,Legend,0,3,5,H \ M,83,83,85,87,46,80,"177cm | 5'9""",9,464,2150,Legends,Legends,Czech Republic
van der Sar,89,GK,Legend,0,1,3,M \ M,84,86,80,87,40,92,"197cm | 6'5""",11,469,762,Legends,Legends,Netherlands
Agüero,89,ST,Normal,62K,4,4,H \ M,89,88,75,89,23,70,"172cm | 5'7""",185,434,2010,Manchester City,Premier League,Argentina
Sergio Ramos,89,CB,Normal,35K,3,3,H \ M,78,63,70,70,87,83,"183cm | 6'0""",102,451,2095,Real Madrid,LaLiga Santander ,Spain
Fernando Hierro,89,CB,Legend,0,2,3,M \ H,70,67,70,72,89,83,"187cm | 6'1""",5,451,2090,Legends,Legends,Spain
Weah,89,ST,Legend,0,4,3,H \ L,93,87,77,85,44,81,"184cm | 6'0""",45,467,2148,Legends,Legends,Liberia
Thiago Silva,89,CB,Normal,17.25K,3,3,H \ H,74,57,73,73,90,79,"183cm | 6'0""",49,446,2099,PSG,Ligue 1,Brazil
Hagi,89,CAM,Legend,0,4,4,M \ L,84,85,88,85,42,66,"172cm | 5'7""",15,450,2123,Legends,Legends,Romania
Özil,89,CAM,Normal,16.25K,4,2,M \ L,72,74,86,86,24,58,"183cm | 6'0""",46,400,1885,Arsenal,Premier League,Germany
Modric,89,CM,Normal,19.5K,4,4,H \ M,74,75,86,89,72,66,"174cm | 5'8""",95,462,2179,Real Madrid,LaLiga Santander ,Croatia
Moore,89,CB,Legend,0,2,3,M \ M,71,62,79,74,90,84,"178cm | 5'10""",6,460,2179,Legends,Legends,England
Courtois,89,GK,Normal,12.5K,1,3,M \ M,84,91,69,89,46,86,"199cm | 6'6""",86,465,863,Chelsea,Premier League,Belgium
Lineker,89,ST,Legend,0,3,3,H \ M,86,87,69,80,28,75,"177cm | 5'9""",5,425,1971,Legends,Legends,England
Laudrup,89,CAM,Legend,0,4,3,H \ M,85,73,87,89,38,64,"183cm | 6'0""",3,436,2012,Legends,Legends,Denmark
Blanc,89,CB,Legend,0,2,3,M \ H,80,65,69,78,90,84,"190cm | 6'2""",9,466,2146,Legends,Legends,France
De Bruyne,89,CM,IF,144K,4,4,H \ M,78,85,87,86,42,77,"181cm | 5'11""",33,455,2100,Manchester City,Premier League,Belgium
Pogba,89,CDM,IF,560K,5,4,H \ M,78,82,86,88,75,88,"191cm | 6'3""",34,497,2293,Manchester Utd,Premier League,France
Sánchez,89,ST,IF,126K,4,3,H \ H,87,86,83,89,41,81,"169cm | 5'6""",54,467,2174,Arsenal,Premier League,Chile
Hummels,89,CB,OTW,45K,2,3,H \ M,66,62,82,80,92,85,"191cm | 6'3""",25,467,2143,FC Bayern,Bundesliga,Germany
Lloris,89,GK,IF,68.5K,1,1,M \ M,89,90,70,91,70,85,"188cm | 6'2""",20,495,870,Spurs,Premier League,France
Godín,89,CB,IF,52K,2,3,M \ H,66,53,70,65,90,84,"185cm | 6'0""",6,428,1972,Atlético Madrid,LaLiga Santander ,Uruguay
Reus,89,LW,IF,268K,4,4,M \ M,91,87,88,89,45,70,"180cm | 5'10""",22,470,2189,Bor. Dortmund,Bundesliga,Germany
Diego Costa,89,ST,AW,0,3,4,H \ M,80,92,78,87,47,92,"188cm | 6'2""",9,476,2150,Chelsea,Premier League,Spain
Griezmann,89,ST,TOTGS,132K,4,3,H \ M,87,88,82,89,34,71,"176cm | 5'9""",32,451,2117,Atlético Madrid,LaLiga Santander ,France
Cavani,89,ST,TOTGS,44.5K,3,3,H \ M,81,92,82,88,52,87,"184cm | 6'0""",19,482,2257,PSG,Ligue 1,Uruguay
Buffon,89,GK,SBC,0,1,2,M \ M,89,90,72,88,54,92,"192cm | 6'3""",18,485,918,Juventus,Calcio A,Italy
Kroos,89,CM,IF,51.5K,3,5,M \ M,46,83,90,82,74,73,"182cm | 5'11""",13,448,2121,Real Madrid,LaLiga Santander ,Germany
Robben,89,RM,SIF,88.5K,4,2,H \ L,88,89,87,92,40,70,"180cm | 5'10""",26,466,2164,FC Bayern,Bundesliga,Netherlands
Chiellini,89,CB,IF,45K,2,2,L \ H,75,50,57,63,92,89,"187cm | 6'1""",35,426,1927,Juventus,Calcio A,Italy
Mertens,89,ST,TIF,119K,4,4,H \ L,95,94,91,93,50,70,"169cm | 5'6""",130,493,2307,Napoli,Calcio A,Belgium
Hummels,89,CB,SIF,43.5K,2,3,H \ M,66,62,82,80,92,85,"191cm | 6'3""",17,467,2143,FC Bayern,Bundesliga,Germany
Hazard,89,LW,Normal,48.75K,4,4,H \ M,90,82,83,92,32,65,"173cm | 5'8""",62,444,2038,Chelsea,Premier League,Belgium
Higuaín,89,ST,Normal,15K,3,4,H \ M,80,87,69,83,24,75,"184cm | 6'0""",13,418,1898,Juventus,Calcio A,Argentina
Dybala,89,CAM,TIF,267K,4,3,M \ M,91,91,87,94,33,77,"176cm | 5'9""",58,473,2206,Juventus,Calcio A,Argentina
Kane,89,ST,MOTM,59.5K,3,3,H \ H,78,93,85,89,52,90,"188cm | 6'2""",18,487,2246,Spurs,Premier League,England
Boateng,89,CB,Normal,30.5K,2,4,M \ M,78,50,72,67,89,84,"192cm | 6'3""",17,440,1947,FC Bayern,Bundesliga,Germany
Cesc Fàbregas,89,CM,SIF,80K,3,3,H \ M,66,86,93,90,74,77,"175cm | 5'8""",17,486,2308,Chelsea,Premier League,Spain
Aubameyang,89,ST,SIF,202K,3,4,H \ L,98,89,84,86,43,80,"187cm | 6'1""",40,480,2199,Bor. Dortmund,Bundesliga,Gabon
Icardi,89,ST,FIF,42K,2,4,M \ L,85,92,77,90,35,83,"181cm | 5'11""",55,462,2120,Inter,Calcio A,Argentina
Lukaku,89,ST,FIF,129K,3,4,M \ M,87,92,84,87,46,92,"190cm | 6'2""",67,488,2198,Everton,Premier League,Belgium
Thiago,89,CM,SIF,34.5K,5,3,M \ M,78,88,92,94,70,76,"174cm | 5'8""",69,498,2367,FC Bayern,Bundesliga,Spain
Verratti,89,CM,FIF,40.25K,4,4,H \ H,73,72,91,94,88,80,"165cm | 5'4""",24,498,2341,PSG,Ligue 1,Italy
David Villa,89,ST,FUT Birthday,50K,4,5,H \ L,87,93,83,89,40,79,"175cm | 5'8""",106,471,2224,NY City FC,MLS,Spain
Isco,89,CM,FIF,61K,4,3,H \ M,77,89,91,92,53,76,"176cm | 5'9""",35,478,2249,Real Madrid,LaLiga Santander ,Spain
Di María,89,RW,MOTM,77.5K,5,2,H \ M,89,86,89,91,53,78,"180cm | 5'10""",13,486,2245,PSG,Ligue 1,Argentina
Lahm,89,RB,IF,54K,3,3,M \ H,70,62,88,88,89,70,"170cm | 5'6""",7,467,2234,FC Bayern,Bundesliga,Germany
Oblak,89,GK,IF,36.5K,1,3,M \ M,90,92,85,89,50,90,"186cm | 6'1""",21,496,894,Atlético Madrid,LaLiga Santander ,Slovenia
Buffon,89,GK,TOTGS,43.75K,1,2,M \ M,90,91,71,88,54,93,"192cm | 6'3""",15,487,918,Juventus,Calcio A,Italy
Vidal,89,CDM,TOTGS,123K,3,4,H \ H,79,88,87,87,90,89,"180cm | 5'10""",29,520,2435,FC Bayern,Bundesliga,Chile
Lacazette,89,ST,TOTGS,89.5K,4,4,H \ H,90,92,86,93,45,87,"175cm | 5'8""",35,493,2303,Olympique Lyon,Ligue 1,France
Bonucci,89,CB,SIF,49.75K,2,3,M \ H,72,62,74,77,91,88,"190cm | 6'2""",31,464,2140,Juventus,Calcio A,Italy
Schmeichel,89,GK,SIF,33.75K,1,3,M \ M,93,92,94,95,81,91,"185cm | 6'0""",51,546,910,Leicester City,Premier League,Denmark
Son,89,LM,AW,0,4,5,H \ H,93,94,90,92,44,84,"184cm | 6'0""",520,497,2303,Spurs,Premier League,Korea Republic
Jonathan Viera,89,CM,TOTS,27.5K,3,4,H \ L,86,84,90,92,35,75,"170cm | 5'6""",49,462,2144,UD Las Palmas,LaLiga Santander ,Spain
Danilo Pereira,89,CDM,TOTS,28K,2,3,M \ H,73,70,78,85,90,93,"188cm | 6'2""",55,489,2166,FC Porto,LIGA NOS,Portugal
Mbappe Lottin,89,ST,AW,0,3,4,H \ M,91,91,87,92,60,87,"178cm | 5'10""",55,508,2288,AS Monaco,Ligue 1,France
Coutinho,89,CM,TIF,175K,4,4,H \ M,86,86,92,93,42,75,"171cm | 5'7""",64,474,2201,Liverpool,Premier League,Brazil
Walker,89,RB,TOTS,222K,2,2,H \ M,96,77,91,85,88,90,"178cm | 5'10""",27,527,2426,Spurs,Premier League,England
Valencia,89,RB,TOTS,180K,3,1,H \ M,92,80,90,90,88,92,"181cm | 5'11""",31,532,2435,Manchester Utd,Premier League,Ecuador
Keane,89,CB,TOTS,64K,2,3,M \ M,77,60,80,80,93,91,"188cm | 6'2""",40,481,2106,Burnley,Premier League,England
Sigurðsson,89,CAM,,0,3,3,H \ M,75,91,90,88,63,80,"186cm | 6'1""",125,487,2279,Swansea City,Premier League,Iceland
Moreno,89,CB,TOTS,35K,2,2,M \ H,75,70,80,80,92,90,"183cm | 6'0""",11,487,2258,PSV,Eredivisie,Mexico
Klaassen,89,CM,TOTS,33K,2,3,H \ M,80,90,85,89,79,89,"179cm | 5'10""",16,512,2358,Ajax,Eredivisie,Netherlands
Pozuelo,89,CAM,TOTS,28.75K,3,4,H \ M,72,90,93,92,77,85,"170cm | 5'6""",14,509,2399,KRC Genk,Pro League,Spain
Süle,89,CB,TOTS,61K,2,3,M \ M,64,60,60,60,93,90,"195cm | 6'4""",13,427,1845,1899 Hoffenheim,Bundesliga,Germany
Werner,89,ST,TOTS,118K,3,4,M \ M,98,94,85,92,40,81,"180cm | 5'10""",48,490,2243,RB Leipzig,Bundesliga,Germany
Anderson Talisca,89,CAM,TOTS,34.5K,3,4,M \ L,83,90,91,89,72,84,"188cm | 6'2""",14,509,2342,Beşiktaş JK,Süper Lig,Brazil
Kahraba,89,LM,TOTS,34K,3,4,H \ M,94,86,89,92,47,84,"182cm | 5'11""",21,492,2189,Al-Ittihad,ALJ League,Egypt
Insigne,89,LW,FIF,86K,4,3,H \ M,95,87,90,94,38,70,"163cm | 5'4""",19,474,2207,Napoli,Calcio A,Italy
Hamšik,89,CM,FIF,118K,3,4,H \ M,80,90,91,92,80,86,"183cm | 6'0""",15,519,2404,Napoli,Calcio A,Slovakia
Fabinho,89,CDM,TOTS,60K,3,2,M \ M,82,78,86,87,89,90,"188cm | 6'2""",22,512,2331,AS Monaco,Ligue 1,Brazil
Mbappe Lottin,89,ST,TOTS,273K,3,4,H \ M,91,91,87,92,60,87,"178cm | 5'10""",33,508,2288,AS Monaco,Ligue 1,France
Mitroglou,89,ST,TOTS,39.75K,3,5,M \ L,67,92,80,87,40,90,"188cm | 6'2""",4,456,2092,SL Benfica,LIGA NOS,Greece
Ederson,89,GK,TOTS,39.5K,1,2,M \ M,90,89,92,95,72,86,"188cm | 6'2""",16,524,864,SL Benfica,LIGA NOS,Brazil
Pizzi,89,CM,TOTS,27K,4,4,H \ M,87,90,91,92,67,80,"172cm | 5'7""",17,507,2372,SL Benfica,LIGA NOS,Portugal
Nélson Semedo,89,RB,TOTS,28.5K,3,3,H \ M,98,70,90,92,87,88,"177cm | 5'9""",32,525,2331,SL Benfica,LIGA NOS,Portugal
Mkhitaryan,89,CM,TIF,184K,4,5,H \ H,87,89,92,93,71,87,"177cm | 5'9""",20,519,2407,Manchester Utd,Premier League,Armenia
Bruno,89,CM,TOTS,38K,3,3,M \ H,56,80,90,83,86,87,"184cm | 6'0""",4,482,2257,Villarreal CF,LaLiga Santander ,Spain
Manu Trigueros,89,CM,TOTS,32K,4,4,M \ M,79,82,90,91,72,80,"178cm | 5'10""",19,494,2312,Villarreal CF,LaLiga Santander ,Spain
Smolov,89,ST,TOTS,27.5K,3,4,H \ M,92,92,83,89,44,85,"187cm | 6'1""",30,485,2219,FC Krasnodar,Russian League,Russia
Belenov,89,GK,TOTS,32.25K,1,3,M \ M,88,84,86,92,68,91,"197cm | 6'5""",-1,509,795,FC Ufa,Russian League,Russia
Dzyuba,89,ST,TOTS,39K,3,3,H \ M,80,90,84,86,45,95,"196cm | 6'5""",8,480,2149,Zenit,Russian League,Russia
Khedira,89,CM,TOTS,117K,2,4,H \ H,71,85,90,85,90,92,"189cm | 6'2""",18,513,2354,Juventus,Calcio A,Germany
José Callejón,89,RW,TOTS,0,3,2,H \ H,96,90,84,91,47,80,"178cm | 5'10""",38,488,2252,Napoli,Calcio A,Spain
Srna,89,RB,TOTS,40.75K,3,3,H \ H,82,88,94,88,90,88,"178cm | 5'10""",14,530,2477,FC Shakhtar,Ukrayina Liha,Croatia
Taison,89,LM,TOTS,31.75K,4,3,M \ M,98,90,89,95,57,75,"172cm | 5'7""",20,504,2292,FC Shakhtar,Ukrayina Liha,Brazil
Berg,89,ST,TOTS,37.75K,3,4,H \ L,83,95,84,90,45,90,"184cm | 6'0""",18,487,2237,Panathinaikos,Hellas Liga,Sweden
Sinclair,89,LM,TOTS,30K,4,2,H \ M,95,93,85,92,50,82,"173cm | 5'8""",36,497,2301,Celtic,Scottish Prem,England
Buonanotte,89,CAM,TOTS,45K,4,4,M \ L,85,85,92,93,34,63,"161cm | 5'3""",6,452,2136,Uni. Católica,Camp. Scotiabank,Argentina
Pepe,89,CB,IMOTM,97K,2,3,M \ H,71,55,60,64,91,85,"188cm | 6'2""",1,426,1904,Real Madrid,LaLiga Santander ,Portugal
Howard,89,GK,TOTS,31.5K,1,3,M \ M,90,86,87,89,60,89,191,0,0,886,Colorado Rapids,MLS,United States
Eriksen,89,CAM,FIF,140K,4,5,H \ M,81,90,96,93,55,77,177,10,0,2276,Spurs,Premier League,Denmark
Jonas,89,ST,FIF,28.5K,3,5,H \ M,77,92,88,93,48,78,181,4,0,2248,SL Benfica,LIGA NOS,Brazil
Immobile,89,ST,IF,75K,3,3,H \ M,88,93,81,93,53,90,184,0,0,2298,Lazio,Calcio A,Italy
Seaman,88,GK,Legend,0,1,3,M \ M,78,90,93,85,50,88,"193cm | 6'3""",4,484,737,Legends,Legends,England
Iniesta,88,CM,Normal,16K,4,4,H \ M,73,72,87,90,59,60,"171cm | 5'7""",42,441,2056,FC Barcelona,LaLiga Santander ,Spain
Keane,88,CM,Legend,0,2,3,M \ H,71,71,81,78,86,90,"180cm | 5'10""",9,477,2212,Legends,Legends,Republic of Ireland
Lehmann,88,GK,Legend,0,1,3,M \ M,86,85,82,85,59,88,"190cm | 6'2""",10,485,880,Legends,Legends,Germany
Rui Costa,88,CAM,Legend,0,4,4,M \ L,84,80,86,86,43,76,"180cm | 5'10""",7,455,2127,Legends,Legends,Portugal
Roberto Carlos,88,LB,Legend,0,3,2,H \ H,91,81,84,79,82,85,"168cm | 5'6""",23,502,2333,Legends,Legends,Brazil
Zanetti,88,RB,Legend,0,2,4,H \ H,86,63,84,84,85,80,"178cm | 5'10""",8,482,2170,Legends,Legends,Argentina
Buffon,88,GK,Normal,7.8K,1,2,M \ M,87,88,68,84,49,90,"192cm | 6'3""",44,466,910,Juventus,Calcio A,Italy
Vieira,88,CM,Legend,0,3,3,M \ H,84,71,79,82,85,91,"192cm | 6'3""",18,492,2212,Legends,Legends,France
Pirès,88,LM,Legend,0,4,4,M \ M,86,79,86,86,35,62,"185cm | 6'0""",12,434,2026,Legends,Legends,France
Owen,88,ST,Legend,0,3,4,M \ M,89,85,67,86,22,64,"173cm | 5'8""",5,413,1926,Legends,Legends,England
Litmanen,88,CAM,Legend,0,3,4,H \ M,82,87,83,81,32,64,"181cm | 5'11""",9,429,2007,Legends,Legends,Finland
Kluivert,88,ST,Legend,0,4,4,H \ L,86,86,80,82,41,81,"188cm | 6'2""",20,456,2120,Legends,Legends,Netherlands
Overmars,88,LM,Legend,0,3,5,H \ M,94,80,78,88,47,66,"173cm | 5'8""",14,453,2070,Legends,Legends,Netherlands
Ferdinand,88,CB,Legend,0,3,3,M \ M,81,48,65,67,90,86,"193cm | 6'3""",24,437,1941,Legends,Legends,England
